sk8tag,name,lat,lon
sk8ezt26wd,Skatepark,42.2684118,-3.7535723
sk8ezt2ehb,Skate Park,42.3027548,-3.7340678
sk8ezt2g9y,skatepark,42.3299247,-3.7038454
sk8ezt2upq,skatepark,42.3600791,-3.6824419
sk8ezt2uvt,DeslizaT,42.3505237,-3.6508288
sk8eztckvp,Parque de patinaje,42.4348809,-2.944444
sk8eztcmwk,skatepark,42.4422911,-2.9160441
sk8eztdhe9,skatepark,42.5589136,-3.3160057
sk8eztfv4d,Ues viejas,42.6849877,-2.9414672
sk8eztfv72,Pistas para Monopatin,42.6898216,-2.9331286
sk8eztkq9p,skatepark,42.9412543,-3.5714088
sk8eztn586,Pista de Skate de Somahoz,43.244377,-4.0609417
sk8eztn5s9,Pista de patinaje,43.2669291,-4.062787
sk8eztndv4,Skatepark Reocin,43.3587508,-4.0941193
sk8eztnes6,La Lechera Skatepark,43.3545473,-4.0613368
sk8eztnevc,skatepark,43.3624703,-4.0512712
sk8eztnu64,Skate Park,43.3851963,-4.0278954
sk8eztnwj0,skatepark,43.3578203,-3.9543754
sk8eztp5gn,skatepark,43.4353921,-4.0446864
sk8eztpphn,skatepark,43.4407774,-3.901653
sk8eztq2nq,skatepark,43.3209146,-3.8583438
sk8eztr087,skatepark,43.4207094,-3.840714
sk8eztr0kh,skatepark,43.4411223,-3.8496639
sk8eztr0st,Life Skate Farm,43.4428252,-3.8370812
sk8eztr0wt,Skate Park La Vaca,43.4547431,-3.8377862
sk8eztr398,skatepark,43.4707856,-3.8001043
sk8eztr4yg,SkatePark de Somo,43.4561906,-3.7416786
sk8eztr724,Halfpipe,43.4624232,-3.720457
sk8eztrmtz,Skatepark de Ajo,43.4939226,-3.6154447
sk8eztrnx4,skatepark,43.4565422,-3.5778747
sk8eztrppk,skatepark,43.4582968,-3.5531196
sk8eztrrfy,skatepark,43.4775841,-3.5179639
sk8ezts0ww,skatepark,42.9272507,-3.4845269
sk8eztugve,Skatepark,43.0529283,-2.9950098
sk8eztvbep,skatepark,43.214995,-3.1321356
sk8eztvkqr,Laudioko Skate Parkea,43.1451694,-2.9672472
sk8eztvrw0,skatepark,43.1433203,-2.8338009
sk8eztvyne,skatepark,43.2344792,-2.8961419
sk8eztvzjk,Skatepark galdakano,43.2283724,-2.849798
sk8eztw1k7,skatepark,43.2663655,-3.456327
sk8eztwd5m,skatepark,43.348244,-3.4197977
sk8eztwxnv,skatepark,43.3681689,-3.2008827
sk8eztwye6,Skatepark,43.3926485,-3.2267496
sk8eztx17f,skatepark,43.4394616,-3.4570428
sk8ezty2vg,skatepark,43.3189497,-3.1268815
sk8ezty3n8,skatepark,43.3221863,-3.1198106
sk8ezty6gr,Skatepark,43.305344,-3.0332454
sk8ezty6jg,skatepark,43.3181976,-3.0708619
sk8ezty6sb,skatepark,43.3123865,-3.0529586
sk8ezty78w,Skatepark Megapark,43.2895722,-3.0016125
sk8ezty7bz,skatepark,43.2914948,-2.9887114
sk8ezty7e8,skatepark,43.3057218,-3.0094483
sk8ezty7hg,skatepark,43.3132956,-3.0277702
sk8ezty7m9,skatepark,43.3166198,-3.0190316
sk8ezty7rz,skatepark,43.3289039,-3.0103982
sk8ezty7zs,Leioako skate pista,43.3274189,-2.9932555
sk8ezty978,skatepark,43.3496787,-3.1085462
sk8ezty9f5,skatepark,43.3421676,-3.0819527
sk8eztyekd,Skate Park,43.3550977,-3.0182754
sk8eztyev0,skatepark,43.358845,-2.998499
sk8eztyez8,UK SkatePark - Indoor Berango,43.3723327,-2.9983371
sk8eztyezz,skatepark,43.3739523,-2.988463
sk8eztygfk,Skatepark de Sopela,43.3875701,-2.9936248
sk8eztyhgb,skatepark,43.2638405,-2.954649
sk8eztyht5,Guretxoko Skateskola,43.2700104,-2.9615737
sk8eztyhut,skatepark,43.2678381,-2.9475669
sk8eztyj1k,skatepark,43.2502949,-2.938747
sk8eztyje6,skatepark,43.2610268,-2.9190114
sk8eztyjfj,skatepark,43.2540892,-2.903709
sk8eztyk1z,skatepark,43.2967856,-2.9778419
sk8eztyk39,skatepark,43.2953339,-2.975564
sk8eztyk4b,skatepark,43.3018402,-2.9879687
sk8eztykey,skatepark,43.3070372,-2.9573007
sk8eztym38,skatepark,43.2956573,-2.9324262
sk8eztymjk,skatepark,43.315227,-2.9379078
sk8eztymp4,skatepark,43.325521,-2.9403507
sk8eztyn1p,skatepark,43.2485331,-2.8899643
sk8eztynyu,skatepark,43.2804697,-2.8613128
sk8eztypt9,Pumptrack,43.272919,-2.8330625
sk8eztyszk,skatepark,43.3712011,-2.9484787
sk8eztyu8r,Goieta Skatepark,43.3757763,-2.9554361
sk8eztyuve,skatepark,43.4052822,-2.9509827
sk8eztyuyx,skatepark,43.410154,-2.9450722
sk8eztyvps,skatepark,43.4165124,-2.9375138
sk8eztyx7g,skatepark,43.3510379,-2.8409833
sk8eztyx7u,Mungiako skate pista,43.3509112,-2.8396317
sk8eztzn4k,skatepark,43.4315254,-2.8941874
sk8ezw13bf,skatepark,42.4124488,-2.7319711
sk8ezw1mg9,Skatepark de Navarrete,42.427036,-2.5578215
sk8ezw3355,skatepark,42.4249787,-2.4126151
sk8ezw383m,skatepark,42.4590254,-2.4422829
sk8ezw38c2,Skatepark Ignacio Echeverría,42.4588131,-2.4266381
sk8ezw38d1,Pista de Patinaje Chiribitas,42.4623909,-2.4364017
sk8ezw38hj,Skatepark de Las Norias,42.4736422,-2.453596
sk8ezw3b90,skatepark,42.501581,-2.4385381
sk8ezw3b99,skatepark,42.5034828,-2.4372078
sk8ezw3fhh,Skatepark de Viana,42.5176152,-2.3662377
sk8ezw5dxe,skatepark,42.8449279,-2.6973861
sk8ezw5erx,Skate Santa Luzia,42.844367,-2.6587828
sk8ezw5fb7,Skate Park San Martín,42.8493373,-2.6866095
sk8ezw5fd1,skatepark,42.858728,-2.6999195
sk8ezw5wz9,skatepark,42.8444525,-2.5135995
sk8ezw6f8k,Skate,42.6726577,-2.3446467
sk8ezw8eq1,skatepark,42.3086088,-1.9640389
sk8ezw8z54,skatepark,42.3358982,-1.7986733
sk8ezw91hr,skatepark,42.3876361,-2.0557041
sk8ezwccyd,skatepark,42.530874,-1.6780818
sk8ezwd9z8,Skate Park,42.6689251,-2.0319628
sk8ezwdwx6,skatepark,42.6681042,-1.8204532
sk8ezwg3qb,skatepark,42.796568,-1.7019092
sk8ezwg3s2,Parque Talluntze,42.7828198,-1.6917202
sk8ezwg6xh,skatepark,42.7983972,-1.6413209
sk8ezwg985,skatepark,42.8034246,-1.6874107
sk8ezwgcd1,skatepark,42.8587857,-1.6891909
sk8ezwgd67,Skate Park Antoniutti,42.815907,-1.6540695
sk8ezwge68,skatepark,42.8178295,-1.6142504
sk8ezwgesv,skatepark,42.8293047,-1.596774
sk8ezwhwq3,skatepark,43.012996,-2.5354683
sk8ezwhycn,skatepark,43.0292067,-2.5073035
sk8ezwhyzn,skatepark,43.0616331,-2.5067316
sk8ezwhz51,skatepark,43.0402394,-2.5032447
sk8ezwhzrx,skatepark,43.064407,-2.4837482
sk8ezwj82n,skatepark,43.1555583,-2.7930003
sk8ezwjcg9,skatepark,43.2178697,-2.7342211
sk8ezwjm5v,skatepark,43.1311765,-2.5852188
sk8ezwjs73,skatepark,43.172189,-2.6239644
sk8ezwjt7b,skatepark,43.1750359,-2.5806965
sk8ezwkfz2,skatepark,43.0622957,-2.3389198
sk8ezwkn89,skatepark,42.8943002,-2.1737037
sk8ezwky4n,skatepark,43.0346971,-2.1880891
sk8ezwkym9,skatepark,43.0528407,-2.1841464
sk8ezwm0zh,skatepark,43.1054464,-2.4217436
sk8ezwm5m6,Pumptrack,43.0958852,-2.3144756
sk8ezwm8n4,Saratsuegi,43.1880352,-2.4571593
sk8ezwmc4s,skatepark,43.2129041,-2.4105109
sk8ezwmc5e,skatepark,43.2188399,-2.412235
sk8ezwmuxh,skatepark,43.2373489,-2.2565944
sk8ezwn6gy,skatepark,43.3077055,-2.6822615
sk8ezwneeu,skatepark,43.3507397,-2.65268
sk8ezwp018,SKATE park,43.4268904,-2.8113646
sk8ezwp18q,Skate Parkea,43.4199327,-2.7372153
sk8ezwp1c1,Bainera,43.423571,-2.7336272
sk8ezwqk8u,skatepark,43.2905497,-2.2576091
sk8ezwqpx3,skatepark,43.2821185,-2.1295454
sk8ezwqqb2,Skatepark de Zarautz,43.2885067,-2.1630652
sk8ezwt2e2,skatepark,43.1288739,-2.0867495
sk8ezwtcfy,skatepark,43.2146771,-2.023782
sk8ezww1kd,skatepark,43.267736,-2.050357
sk8ezww5he,Skate parkea,43.2675781,-1.973291
sk8ezww6dh,skatepark,43.2983283,-1.9928689
sk8ezww73n,skatepark,43.2925994,-1.9573799
sk8ezww7pk,Groseko Indarra Surf Taldea,43.3273278,-1.9715146
sk8ezww7ps,skatepark,43.3283098,-1.9713036
sk8ezww7ty,Skate Park Intxaurrondo,43.3187372,-1.9471524
sk8ezww7wy,skatepark,43.3236907,-1.9470799
sk8ezwwkkc,skatepark,43.3131772,-1.9206327
sk8ezwwkmk,skatepark,43.3155716,-1.9165539
sk8ezwwky1,Skate Parkea,43.3193972,-1.8984948
sk8ezwwm9s,skatepark,43.2945367,-1.8615686
sk8ezwwx77,skatepark,43.348451,-1.7854862
sk8ezwwxf7,skatepark,43.3436787,-1.7646468
sk8ezwwxtu,skatepark,43.3619677,-1.7733967
sk8ezwwxvy,pumptrack,43.3627913,-1.7591934
sk8ezwwxwn,skatepark,43.3635728,-1.771505
sk8ezwwz0j,skatepark,43.3744789,-1.7938634
sk8ezwy1ws,skatepark,43.2786298,-1.685228
sk8ezwydgu,skatepark,43.3509569,-1.6308304
sk8ezwyf3j,skatepark,43.3803671,-1.6511008
sk8ezwyf4p,Skatepark de Marañon,43.3857285,-1.6600021
sk8ezwygqb,skatepark,43.4121782,-1.6147234
sk8ezwyxvm,skatepark,43.3597437,-1.4090355
sk8ezwz5f6,skatepark,43.4309139,-1.5894744
sk8ezwzjtk,skatepark,43.4472512,-1.5105187
sk8ezwzqm1,skatepark,43.4901197,-1.4804739
sk8ezwzr9h,skatepark,43.4684929,-1.4224681
sk8ezwzt7e,Skatepark de La Barre,43.525869,-1.5229027
sk8ezwzwjd,Skate Park de La Baye,43.5369449,-1.4906577
sk8ezwzys1,Skate Parc,43.5729257,-1.4701495
sk8ezwzz4h,Skatepark d'Ondres,43.5608601,-1.4443675
sk8ezwzzp3,Skate park de Labenne,43.5903206,-1.4482212
sk8ezx9ztv,skatepark,42.5267883,-0.3660729
sk8ezxd5kx,skatepark,42.5646655,-0.5500668
sk8ezxd5wk,skatepark,42.5739245,-0.5426611
sk8ezxdgce,skatepark,42.679378,-0.5335678
sk8ezxehq2,skatepark,42.7504992,-0.5151222
sk8ezxf2xv,Pista de Patinaje,42.625714,-0.3214685
sk8ezxgzvh,skatepark,42.8742055,-0.0050802
sk8ezxjefj,skatepark,43.1654902,-1.2341678
sk8ezxnf1f,skatepark,43.383808,-1.3146475
sk8ezxp8qx,Skate Parc,43.5421193,-1.385082
sk8ezxpwxb,skatepark,43.5488824,-1.1204207
sk8ezxq2qq,Punpa,43.3217393,-1.0344271
sk8ezxr6dq,skatepark,43.4754914,-0.9361796
sk8ezxrc8k,skatepark,43.5514605,-0.9827866
sk8ezxre5v,skatepark,43.5267411,-0.9151475
sk8ezxs6rf,skatepark,42.9771789,-0.6004809
sk8ezxt9v6,Skate Parc Municipal,43.1834849,-0.6231357
sk8ezxtms0,skatepark,43.1334076,-0.4610249
sk8ezxtnrh,skatepark,43.1054677,-0.4226083
sk8ezxtvhs,skatepark,43.2230254,-0.4770585
sk8ezxtz7d,skatepark,43.2181555,-0.381391
sk8ezxuj2w,skatepark,42.8944183,-0.1118858
sk8ezxutuq,skatepark,43.002715,-0.09014
sk8ezxv773,skatepark,43.1293728,-0.2060993
sk8ezxvc81,skatepark,43.1987843,-0.2835155
sk8ezxvdh7,skatepark,43.1786341,-0.2594966
sk8ezxwczn,Skatepark de Lacq-Audéjos,43.4132977,-0.616874
sk8ezxwfgy,skatepark,43.3956822,-0.5740016
sk8ezxwmgw,skatepark,43.3065553,-0.4420593
sk8ezxwmpm,skatepark,43.3268595,-0.4765297
sk8ezxwqch,Nouveau skatepark de Jurançon,43.2925164,-0.4003253
sk8ezxwqyz,skatepark,43.3234621,-0.3968778
sk8ezxwr8v,Skatepark de Pau,43.2908477,-0.3657717
sk8ezxww0k,Skatepark des Remparts,43.3319091,-0.4336701
sk8ezxwzk8,Skatepark de Sauvagnon,43.3987889,-0.3837227
sk8ezxxwv2,skatepark,43.5350239,-0.4063429
sk8ezxy16r,skatepark,43.2557082,-0.2867188
sk8ezxy5sr,skatepark,43.2668078,-0.1880624
sk8ezxyd41,skatepark,43.3419842,-0.2618748
sk8ezxyd4d,Skate park,43.3446402,-0.2603575
sk8ezxyp8n,Bigoride,43.2428329,-0.0129733
sk8ezxzcf5,skatepark,43.5613015,-0.269407
sk8ezybxm5,Skatepark du Penon,43.709125,-1.4341899
sk8ezycpcp,skatepark,43.7757506,-1.407003
sk8ezz0052,skatepark,43.6123157,-1.4055516
sk8ezz00zw,skatepark,43.6358204,-1.36499
sk8ezz03qk,skatepark,43.6722776,-1.344894
sk8ezz05me,skatepark,43.6251721,-1.2581461
sk8ezz06t9,skatepark,43.668345,-1.2945346
sk8ezz08cb,skatepark,43.6926141,-1.3719647
sk8ezz0ctd,Skate Park,43.7565273,-1.336996
sk8ezz0n7b,skatepark,43.6147183,-1.1310207
sk8ezz0s1k,skatepark,43.6891832,-1.2239657
sk8ezz0wsq,skatepark,43.706204,-1.1117303
sk8ezz1010,skatepark,43.7754035,-1.4058456
sk8ezz105g,Skatelandes,43.7913546,-1.4008198
sk8ezz13n3,skatepark,43.8486732,-1.3595851
sk8ezz1f68,skatepark,43.9161419,-1.3066687
sk8ezz1ge3,skatepark,43.9204091,-1.2501156
sk8ezz217p,skatepark,43.6104352,-0.9899045
sk8ezz28e1,Naze TSB,43.6985299,-1.0302305
sk8ezz28m2,skatepark,43.7109376,-1.0432415
sk8ezz2b07,Skate Park,43.7270822,-1.0503906
sk8ezz2jph,skatepark,43.632231,-0.8286648
sk8ezz2suz,Skate Park,43.708966,-0.8349811
sk8ezz3g55,Skatepark de la Gare,43.9189053,-0.9179445
sk8ezz3mf2,Skatepark,43.8270739,-0.8015763
sk8ezz3xcm,skatepark,43.8651859,-0.7063331
sk8ezz4cfm,skatepark,44.0906082,-1.3213319
sk8ezz4e24,Skatepark,44.0337937,-1.26008
sk8ezz4sjk,skatepark,44.0633407,-1.2245898
sk8ezz4trr,Skatepark de Mezos,44.0740517,-1.1656598
sk8ezz5dbf,skatepark,44.2142651,-1.2820593
sk8ezz5knr,Skatepark,44.2003093,-1.2201355
sk8ezz6e33,skatepark,44.0404795,-0.9096077
sk8ezz6ndn,skatepark,43.9563177,-0.7606812
sk8ezz7e04,skatepark,44.2091363,-0.9193109
sk8ezz86de,skatepark,43.6520938,-0.5882816
sk8ezz88jt,skatepark,43.7127231,-0.6957602
sk8ezz8ghd,skatepark,43.7509935,-0.5679055
sk8ezz8prg,skatepark,43.63664,-0.3799172
sk8ezz9s7e,Skatepark Bowl,43.8778945,-0.5119552
sk8ezz9st0,skatepark,43.8857905,-0.504292
sk8ezz9std,skatepark,43.8877172,-0.502028
sk8ezz9tnp,Skate Park de Nahuques,43.8913552,-0.4727846
sk8ezzb9ce,skatepark,43.6911316,-0.2694134
sk8ezzbmup,skatepark,43.6599473,-0.088591
sk8ezzc9nk,skatepark,43.8918244,-0.3020384
sk8ezzcznb,skatepark,43.9392145,-0.0433223
sk8ezzdguv,skatepark,44.1041028,-0.5306199
sk8ezzhge0,skatepark,44.4454468,-1.2514357
sk8ezzhjvz,skatepark,44.3289888,-1.1431749
sk8ezzhr9e,skatepark,44.3500162,-1.0718477
sk8ezzht9b,Skate parc,44.3943802,-1.1640278
sk8ezzjgxs,skatepark,44.6467222,-1.2465035
sk8ezzjp92,skatepark,44.4808842,-1.0764117
sk8ezzjs4q,skatepark,44.5734592,-1.2215778
sk8ezzjy6y,skatepark,44.6198988,-1.1226571
sk8ezzjz42,Skateparck de Gujan-Mestras,44.6175273,-1.0975409
sk8ezzk4mw,skatepark,44.3277945,-0.9468968
sk8ezzkn0g,skatepark,44.3019293,-0.7855714
sk8ezzkthq,skatepark,44.4086662,-0.8263138
sk8ezzm5fq,skatepark,44.4851991,-0.8815071
sk8ezzm7vy,Skatecross,44.5485379,-0.881292
sk8ezzmbeb,skatepark,44.6254655,-1.032569
sk8ezzmcy9,skatepark,44.6410341,-0.9762329
sk8ezzmcyb,skatepark,44.641693,-0.9771502
sk8ezzmf83,skatepark,44.6059889,-0.943118
sk8ezzmnj4,Skate,44.5003767,-0.7880866
sk8ezzmwxq,skatepark,44.6009632,-0.759885
sk8ezzmy54,Skatepark couvert,44.6221677,-0.7877293
sk8ezznhb9,skatepark,44.6523409,-1.1958214
sk8ezznkxp,Skatepark du Domaine du Four,44.732038,-1.1977362
sk8ezznt5h,Skatepark de Claouey,44.7539197,-1.1800572
sk8ezznvfc,skatepark,44.796481,-1.1509308
sk8ezznwnq,Skatepark d'Arès,44.771787,-1.1333819
sk8ezznxkw,skatepark,44.7623346,-1.0780541
sk8ezznxs3,skatepark,44.7604141,-1.0750707
sk8ezzpr1m,Skatepark,44.8757805,-1.0914592
sk8ezzpzjw,Skate park,44.9868638,-1.090263
sk8ezzq0vc,skatepark,44.6800803,-1.0192038
sk8ezzq25s,skatepark,44.7125464,-1.0491394
sk8ezzqymb,Skatopiak,44.8129436,-0.7798844
sk8ezzr39v,skatepark,44.8791397,-0.9816277
sk8ezzrgc6,skatepark,44.9634006,-0.8866177
sk8ezzrrgh,Bowl de Saint-Médard-en-Jalles,44.8846784,-0.7072875
sk8ezzrrpy,skatepark,44.9110067,-0.7378299
sk8ezzrthh,skatepark,44.9349534,-0.8292221
sk8ezzs4u0,skatepark,44.3196357,-0.5811546
sk8ezzszmt,skatepark,44.4593761,-0.3768139
sk8ezzt31u,skatepark,44.526653,-0.6536215
sk8ezztw89,skatepark,44.5644571,-0.4159808
sk8ezzufbz,skatepark,44.4330085,-0.2202703
sk8ezzv6q0,skatepark,44.5497515,-0.2516064
sk8ezzvbb2,skatepark,44.6067216,-0.3183011
sk8ezzvbh9,skatepark,44.6300153,-0.3491471
sk8ezzvbwh,skatepark,44.6377208,-0.3231525
sk8ezzvxks,skatepark,44.5858423,-0.026709
sk8ezzw42e,skatepark,44.6517545,-0.5987867
sk8ezzw76n,skatepark,44.7037634,-0.5507849
sk8ezzw8kr,Skatepark,44.7608862,-0.6824691
sk8ezzw974,skatepark,44.7535575,-0.6442786
sk8ezzw9hu,skatepark,44.7629862,-0.6536505
sk8ezzwbk5,skatepark,44.8024139,-0.6867326
sk8ezzwcty,skatepark,44.8119997,-0.6279336
sk8ezzwdjt,Skatepark,44.7675359,-0.6079986
sk8ezzwess,Skatepark de la Junca,44.7619763,-0.5426114
sk8ezzwf6m,skatepark,44.7939949,-0.5960785
sk8ezzwf7k,skatepark,44.7982762,-0.5974014
sk8ezzwfzf,skatepark,44.8240976,-0.5782887
sk8ezzwgj4,Skatepark de Bègles,44.8087384,-0.5685355
sk8ezzwhn4,skatepark,44.6820089,-0.523476
sk8ezzwks2,skatepark,44.715981,-0.5050056
sk8ezzwmf4,skatepark,44.7044254,-0.4472879
sk8ezzwpgp,skatepark,44.6662334,-0.3527043
sk8ezzwtj9,skatepark,44.7667855,-0.4812422
sk8ezzwtrs,skatepark,44.7782627,-0.4666627
sk8ezzwxzp,skatepark,44.7754053,-0.3516818
sk8ezzwy8j,skatepark,44.7807501,-0.4092641
sk8ezzx17w,skatepark,44.8434904,-0.6387789
sk8ezzx1vf,skatepark de stéhélin,44.8569936,-0.6228778
sk8ezzx1vg,skatepark,44.8566939,-0.6217639
sk8ezzx28v,skatepark,44.8733893,-0.6731079
sk8ezzx30y,Skatepark,44.8723544,-0.6507789
sk8ezzx3fu,skatepark,44.8841982,-0.6204211
sk8ezzx3xs,Parc de glisse de la Poste,44.910623,-0.630858
sk8ezzx5cs,skatepark,44.8326722,-0.5321065
sk8ezzx5j7,Grand skatepark,44.8536199,-0.5659531
sk8ezzx5k8,bowl,44.8499226,-0.5601784
sk8ezzx82t,Skate Park,44.9158372,-0.6851356
sk8ezzx98e,Parc de Glisse de Fongravey,44.9154144,-0.6326808
sk8ezzxbf1,Skateparc,44.9683339,-0.668422
sk8ezzxbnj,skatepark,44.9894574,-0.6955449
sk8ezzxdqh,skatepark,44.945268,-0.5985334
sk8ezzxh9f,skatepark,44.8349534,-0.5017127
sk8ezzxhz0,skatepark,44.8635628,-0.4931568
sk8ezzxjb5,skatepark,44.8247127,-0.4462236
sk8ezzxk0x,skatepark,44.872053,-0.5168027
sk8ezzxm3w,skatepark,44.8775827,-0.4640488
sk8ezzxmnx,skatepark,44.9044777,-0.4727905
sk8ezzxngq,skatepark,44.8431761,-0.3973377
sk8ezzxpc0,skatepark,44.8308427,-0.3614277
sk8ezzxq4q,Skatepark,44.8808376,-0.4301611
sk8ezzxw20,skatepark,44.9127466,-0.4283218
sk8ezzxxc0,skatepark,44.9184762,-0.3611969
sk8ezzxyc6,skatepark,44.9642065,-0.4026693
sk8ezzxzku,skatepark,44.982862,-0.3779911
sk8ezzy9p5,skatepark,44.7749621,-0.3022682
sk8ezzynpu,skatepark,44.6917372,-0.0811154
sk8ezzz6x0,Skatepark de Libourne,44.9071257,-0.2405897
sk8ezzzdqy,skatepark,44.9493764,-0.2438186
sk8ezzzj3h,skatepark,44.8300479,-0.1150554
sk8f001nbd,Prairie River Skate Park,45.1793147,-89.7003636
sk8f008g4m,Optimist	Skate Park,45.1451864,-89.1574421
sk8f00jnex,skatepark,45.8989086,-89.7038884
sk8f00pygn,skatepark,46.3795349,-89.6946774
sk8f00ynzu,skatepark,46.0979011,-88.6425923
sk8f03bg7m,skatepark,46.5569872,-87.3888276
sk8f03h0f2,Houghton Skatepark,47.1225302,-88.559836
sk8f03hknq,skatepark,47.1881083,-88.4086484
sk8f04hgb8,skatepark,45.8383936,-87.0220317
sk8f0505ez,skatepark,45.0215769,-85.6169498
sk8f050erw,skatepark,45.1297607,-85.6292556
sk8f052z5b,skatepark,45.1536609,-85.1209497
sk8f05b142,Ramp Park,45.0136575,-84.681558
sk8f05d49r,skatepark,45.3584971,-84.9581787
sk8f05d6qg,Harbor Springs Skatepark,45.4331267,-84.9737856
sk8f05ens7,skatepark,45.5507343,-84.7869999
sk8f05f4jc,skatepark,45.3841781,-84.6367032
sk8f05gtsr,skatepark,45.6393311,-84.4747693
sk8f05ufk6,skatepark,45.8584849,-84.6246592
sk8f086ygg,South Neebing Skate Park,48.3177849,-89.3467811
sk8f08e0mg,Skate park,48.3715897,-89.2804191
sk8f08e28z,Skatepark,48.3882873,-89.2644478
sk8f08e9c4,Splashpad / Skating Rink,48.4337048,-89.2170508
sk8f08e9c6,Marina Park Skateboard & BMX Plaza,48.4346881,-89.2168311
sk8f08edrr,skatepark,48.4675793,-89.1878148
sk8f0dj9bt,skatepark,48.7834008,-87.1032457
sk8f0f7pn0,skatepark,49.7796101,-86.5282146
sk8f0h8mkg,skatepark,45.0705601,-83.4363416
sk8f0jcqh8,Great Wave Skate Park,45.2446718,-81.6492293
sk8f0jn8p3,skatepark,46.1824193,-82.9664631
sk8f0jtxe2,skatepark,45.9852705,-81.9346758
sk8f0k02sx,skatepark,46.4761731,-84.3433448
sk8f0k08sq,Phil Esposito Park Pump Track,46.5182053,-84.3436628
sk8f0k09dt,Skate Park,46.5086227,-84.3011422
sk8f0p1fy4,Parry Sound Skate Park,45.3410205,-80.0319647
sk8f0p2hhp,skatepark,45.023135,-79.6189308
sk8f0p870j,skatepark,45.0446442,-79.3137655
sk8f0p9uyh,skatepark,45.3413188,-79.2386318
sk8f0pe91z,skatepark,45.6248734,-79.3995657
sk8f0px400,skatepark,46.2310626,-79.3651052
sk8f0q2bqs,skatepark,46.5751386,-81.1944051
sk8f0q2kjr,skatepark,46.4790597,-81.0242279
sk8f0q2tb5,skatepark,46.4943847,-80.9536011
sk8f0q3mvn,Hanmer Skatepark,46.6543059,-80.9492547
sk8f0r78re,skatepark,47.0629017,-79.7887042
sk8f0rq4z4,Carter Antila Memorial Skatepark,47.5000189,-79.680346
sk8f0rt22h,skatepark,47.3295495,-79.4365695
sk8f0w5tmc,skatepark,48.4600554,-81.3300737
sk8f0w7b7s,skatepark,48.4911805,-81.1939242
sk8f0wrhet,skatepark,49.0629293,-81.0057915
sk8f0x0nd2,skatepark,47.8250142,-79.8698273
sk8f0x1gj3,Kirkland Lake Skate Park,48.1491341,-80.0219411
sk8f0xdrq3,Parc Rouli-Roulant Évain,48.2425784,-79.1322105
sk8f0xv65t,skatepark,48.7554926,-79.0054935
sk8f200m2w,skatepark,45.0478071,-78.5098508
sk8f200m81,Haliburton Skate Park,45.0448334,-78.5067764
sk8f2022kw,skatepark,45.0691842,-78.3783565
sk8f208k70,Freedom Skatepark,45.0608398,-77.859005
sk8f216wsx,skatepark,45.4648738,-76.6959738
sk8f21bg2t,skatepark,45.1353617,-76.1390169
sk8f21c604,Almonte Skatepark,45.2210829,-76.1971985
sk8f21fu6z,Constance Bay Skateboard Park,45.4990527,-76.0924387
sk8f21htnw,Skate park,45.8267956,-77.1152629
sk8f21zz5w,skatepark,46.3820337,-75.9730426
sk8f240nd7,skatepark,45.0127787,-75.6471717
sk8f240z6j,Osgoode Youth Centre Skateboard Park,45.1441291,-75.6114661
sk8f240zds,Osgoode Community Centre Skateboard Park,45.1466634,-75.6015389
sk8f2412xw,Goulbourn Skateboard Park,45.262233,-75.9071177
sk8f2418vs,Walter Baker Skateboard Park,45.2950288,-75.898623
sk8f241961,Rouncey Skateborad Park,45.2754206,-75.8809557
sk8f2419uf,Bridlewood Skateboard Park,45.2907804,-75.8570182
sk8f241bnh,Innovation Skateboard Park,45.3412711,-75.9310033
sk8f241m8w,Manotick Skateboard Park,45.2228505,-75.6867842
sk8f241s64,Treehouse Mike Skatepark,45.2757226,-75.7473287
sk8f241s7j,Longfields Skateboard Park,45.2810917,-75.7431196
sk8f241unb,Legacy Skateboard Park,45.3455589,-75.7610284
sk8f241z3n,Diamond Jubilee Skateboard Park,45.3141001,-75.6095255
sk8f24388r,Greely Village Skateboard Park,45.2654558,-75.5531019
sk8f2438b3,Greely Village Skateboard Park,45.2663296,-75.5510346
sk8f243mpg,skatepark,45.2626166,-75.3617608
sk8f243zug,skatepark,45.333951,-75.2399567
sk8f2443g4,skatepark,45.4131837,-75.8567273
sk8f2444vy,skatepark,45.3833336,-75.8076045
sk8f2447ng,skatepark,45.4337872,-75.8004
sk8f244evy,skatepark,45.4719487,-75.7635011
sk8f244hjy,Dovercourt Recreation Centre Skateboard Park,45.3836103,-75.7529343
sk8f244m66,Charlie Bowins Skateboard Park,45.4085295,-75.7036847
sk8f244mbf,Lansdowne Skateboard Park,45.4003821,-75.6812786
sk8f244nmx,skatepark,45.3822135,-75.6521211
sk8f244ph6,Greenboro Skateboard Park,45.3754236,-75.6260185
sk8f244qnd,skatepark,45.4314046,-75.6697471
sk8f244rxk,Trillium Park Skateboard Park,45.4364557,-75.6011656
sk8f244s3m,skatepark,45.4466593,-75.7427101
sk8f244sw5,skatepark,45.4727932,-75.7353244
sk8f244sy6,skatepark,45.4741504,-75.725813
sk8f244thz,skatepark,45.466465,-75.7073054
sk8f244ud8,skatepark,45.497815,-75.7385027
sk8f244wfn,Eugène Martineau Skateboard Park,45.4509669,-75.6324078
sk8f2456hm,skatepark,45.5947014,-75.841753
sk8f24585h,skatepark,45.6329848,-75.9308373
sk8f245jmd,skatepark,45.5581491,-75.7027138
